epoch,acc,loss,val_acc,val_loss
0,0.9902493,0.01792878251669493,0.9851485,0.04387562873719513
1,0.99139035,0.01737416284399377,0.9851485,0.037572294844789654
2,0.99197817,0.017132004712326086,0.9851485,0.026961780401220756
3,0.99301547,0.01674514691360239,0.98509026,0.029556749907133188
4,0.9939836,0.016250616854493957,0.98509026,0.027497329636437046
5,0.9946406,0.015922143028499734,0.98509026,0.026398196725393307
6,0.9954704,0.015453374963594438,0.9853815,0.035414694080014804
7,0.9950555,0.01528685383789391,0.98509026,0.027807468541479866
8,0.9963694,0.014923127833930936,0.985032,0.04037435839448672
9,0.99481344,0.014966367203780265,0.9852068,0.03461731694468767
10,0.99633485,0.014527776812340635,0.9853815,0.03818388176419438
11,0.9971301,0.01435781659771659,0.9854397,0.033748742015217215
12,0.9968535,0.014150228721101351,0.9856144,0.03430244323643171
13,0.9981328,0.013809735722070069,0.9858474,0.03798652947334021
14,0.99768335,0.01362819157686095,0.9860221,0.03491081631164894
15,0.9985478,0.013267227795953606,0.985265,0.050944819969248226
16,0.99889356,0.013098825784468053,0.9851485,0.08807554619310483
17,0.99840945,0.013058472441039921,0.9858474,0.03551157768486238
18,0.99861693,0.01267829567017774,0.9856727,0.037688786282726115
19,0.99830574,0.012510376898536105,0.9858474,0.034454022058124485
20,0.9990664,0.012205914510152844,0.98532325,0.04657910025836397
21,0.99851316,0.012062222523044976,0.98532325,0.04489881549727734
22,0.9991701,0.011762691476584514,0.9852068,0.0447613629694591
23,0.99913555,0.011522218397307165,0.9856727,0.044715615168033476
24,0.999101,0.011275975603492675,0.98532325,0.0516095277150916
25,0.9987898,0.011206115109001073,0.9859639,0.03623213146308531
26,0.9994122,0.010932259320087491,0.98631334,0.03826168958215629
27,0.9991701,0.010743219675525524,0.9864298,0.03872266095183665
28,0.9995851,0.010523140046921106,0.98613864,0.05569218817727165
29,0.9990664,0.010330662897047883,0.9856144,0.041051827168206594
30,0.9987552,0.010464182261882891,0.9868375,0.036841180055008534
31,0.99930847,0.010020365692003503,0.9861969,0.03984814083196736
32,0.9995505,0.009763823066610448,0.9865463,0.040600517983210155
33,0.9993776,0.009500349020321167,0.98648804,0.04305828907275555
34,0.9992393,0.009278916122566936,0.9860221,0.043535648297095324
35,0.9997925,0.008959382296914387,0.98573095,0.0530734171360745
36,0.9992739,0.008748516747633637,0.98590565,0.04728755429109604
37,0.9997234,0.008574639756851686,0.9864298,0.04299118576893926
38,0.9987552,0.0087301948677019,0.98672104,0.0478296837668859
39,0.99920475,0.00839096895884352,0.9865463,0.036760099641493134
40,0.99882436,0.008301671773490497,0.98608035,0.0436341899752381
